Feature,SHAP_Importance
Age,0.9898034959345685
C_mean,0.675167140238987
SideEffectsAffectView,0.6380634268649767
A_mean,0.4920009628877936
Education,0.4342115490765942
EmploymentYears,0.3855396084091959
D_mean,0.23324686393077113
E_mean,0.22460970629915084
