Feature,SHAP_Importance
C_mean,0.09418004136876006
EmploymentYears,0.0906100591617208
A_mean,0.0862814081888428
Education,0.06857902598687207
SideEffectsAffectView,0.06782427178724726
D_mean,0.051326741064302475
E_mean,0.0447992781980389
Age,0.03995538268651856
